άγγλους	αγγλος
αντιπαραθέσεις	αντιπαραθεση
αντιπαρατεθούν	αντιπαραθετω
αντιπολίτευση	αντιπολιτευση
αντιπολίτευσης	αντιπολιτευση
αντιπολίτευση	αντιπολιτευση
αντιπολίτευσης	αντιπολιτευση
αντιπροσωπεία	αντιπροσωπεια
αντιπροσωπείας	αντιπροσωπεια
αντιπροσωπείες	αντιπροσωπεια
αντιπροέδρου	αντιπροεδρος
αντιπρόεδρε	αντιπροεδρος
αντιπρόεδρος	αντιπροεδρος
αντιπροέδρους	αντιπροεδρος
αντιπρόεδρο	αντιπροεδρος
αντιπρόεδροι	αντιπροεδρος
αντιπρόσωπο	αντιπροσωπος
αντιπρόσωπος	αντιπροσωπος
αντιστάθηκε	αντιστεκομαι
αντισταθμίζονται	αντισταθμιζω
αντιστασιακές	αντιστασιακος
αντιστασιακή	αντιστασιακος
αντιστασιακό	αντιστασιακος
αντιστασιακών	αντιστασιακος
αντιστοιχία	αντιστοιχια
αντιστοιχεί	αντιστοιχω
αντιστοιχούν	αντιστοιχω
αντιτίθενται	αντιτιθεμαι
αντιτίθεται	αντιτιθεμαι
αντιτρομοκρατικής	αντιτρομοκρατικος
αντιφρονούντων	αντιφρονων
ανυπομονησία	ανυπομονησια
ανύπαρκτες	ανυπαρκτος
ανώμαλες	ανωμαλος
ανώνυμη	ανωνυμος
ανώνυμων	ανωνυμος
ανώτατο	ανωτερος
ανώτατα	ανωτερος
ανώτατες	ανωτερος
ανώτατων	ανωτερος
ανώτερους	ανωτερος
αξία	αξια
αξίας	αξια
αξίες	αξια
αξιών	αξια
αξίζει	αξιζω
αξιώματα	αξιωμα
αξιώματος	αξιωμα
αξιώματός	αξιωμα
αξιώσεις	αξιωση
αξιώσεων	αξιωση
αξιοθέατα	αξιοθεατο
αξιοθέατων	αξιοθεατος
αξιολογήσει	αξιολογω
αξιολογηθεί	αξιολογω
αξιολογούνται	αξιολογω
αξιολόγησε	αξιολογω
αξιολογήσεις	αξιολογηση
αξιολογήσεων	αξιολογηση
αξιολόγησής	αξιολογηση
αξιολόγηση	αξιολογηση
αξιολόγησης	αξιολογηση
αξιοπιστίας	αξιοπιστια
αξιοπρέπειά	αξιοπρεπεια
αξιοσημείωτο	αξιοσημειωτος
αξιοσημείωτα	αξιοσημειωτος
αξιοσημείωτη	αξιοσημειωτος
αξιωματικούς	αξιωματικος
αξιωματικών	αξιωματικος
αξιωματούχοι	αξιωματουχος
αξιωματούχο	αξιωματουχος
αξιωματούχοι	αξιωματουχος
αξιωματούχος	αξιωματουχος
αξιωματούχους	αξιωματουχος
αξιωματούχων	αξιωματουχος
αξιόλογα	αξιολογος
αξιόλογες	αξιολογος
αξιόπιστες	αξιοπιστος
αξιόπιστη	αξιοπιστος
αξιού	αξιος
αξιότιμε	αξιοτιμος
αξιότιμε	αξιοτιμος
αξιότιμοι	αξιοτιμος
αξιότιμος	αξιοτιμος
απήγαγαν	απαγω
απάντησής	απαντηση
απάντηση	απαντηση
απάντησης	απαντηση
απάτες	απατη
απάτη	απατη
απάτης	απατη
απέναντι	απεναντι
απέχει	απεχω
απαίτηση	απαιτηση
απαιτήσεις	απαιτηση
απαιτήσεων	απαιτηση
απαγορευθεί	απαγορευω
απαγορεύει	απαγορευω
απαγορεύουμε	απαγορευω
απαγορεύσει	απαγορευω
απαγορεύτηκε	απαγορευω
απαγωγές	απαγωγη
απαγωγές	απαγωγη
απαγωγής	απαγωγη
απαγόρευση	απαγορευση
αποθανάτισε	απαθανατιζω
απαιτείται	απαιτω
απαίτησαν	απαιτω
απαίτησε	απαιτω
απαιτεί	απαιτω
απαιτείται	απαιτω
απαιτηθεί	απαιτω
απαιτούμε	απαιτω
απαιτούν	απαιτω
απαλλάσσει	απαλλασσω
απαλλαγής	απαλλαγη
απαντώντας	απαντω
απάντησαν	απαντω
απάντησε	απαντω
απαντήσουμε	απαντω
απαντήσω	απαντω
απανωτά	απανωτος
απαξίωση	απαξιωση
απαράδεκτα	απαραδεκτα
απαράδεκτες	απαραδεκτος
απαράδεκτη	απαραδεκτος
απαράδεκτο	απαραδεκτος
απαρέγκλιτη	απαρεγκλιτος
απαραίτητα	απαραιτητος
απαραίτητες	απαραιτητος
απαραίτητη	απαραιτητος
απαραίτητο	απαραιτητος
απαραίτητους	απαραιτητος
απαραίτητων	απαραιτητος
απαρτίζεται	απαρτιζω
απαρτχάιντ	απαρτχαιντ
απαρτχάιντ	απαρτχαιντ
απηρχαιωμένο	απαρχαιωμενος
απασχολημένες	απασχολημενος
απασχολεί	απασχολω
απασχολεί	απασχολω
απασχολούν	απασχολω
απασχολούνται	απασχολω
απασχόλησε	απασχολω
απασχόληση	απασχοληση
απασχόλησης	απασχοληση
απασχόληση	απασχοληση
απασχόλησης	απασχοληση
απεικόνιση	απεικονιση
απειλή	απειλη
απειλών	απειλη
απειλούμενα	απειλουμενος
απείλησαν	απειλω
απειλεί	απειλω
απειλούσε	απειλω
απελάθηκε	απελαυνω
απελευθέρωση	απελευθερωση
απελευθερωτικός	απελευθερωτικος
απελευθερωτικό	απελευθερωτικος
απελευθερώθηκαν	απελευθερωνω
απελπισμένους	απελπισμενος
απερίγραπτη	απεριγραπτος
απεργία	απεργια
απεριόριστη	απεριοριστος
απεσταλμένο	απεσταλμενος
απευθείας	απευθειας
απευθύνεται	απευθυνω
απευθύνεται	απευθυνω
απευθύνετε	απευθυνω
απευθύνθηκαν	απευθυνω
απευθύνομαι	απευθυνω
απευθύνουμε	απευθυνω
απευθύνω	απευθυνω
απλά	απλα
απλώς	απλα
απλοποιήσει	απλοποιω
απλουστευτικές	απλουστευτικος
απλούστευση	απλουστευση
απλές	απλος
απλή	απλος
απλούς	απλος
απλό	απλος
απλώνεται	απλωνω
αποβάθρα	αποβαθρα
αποβαίνει	αποβαινω
αποβεί	αποβαινω
αποβιβαστεί	αποβιβαζω
απεβίωσε	αποβιωνω
απεβίωσε	αποβιωνω
αποβολής	αποβολη
απογοήτευση	απογοητευση
αποδέχομαι	αποδεχομαι
αποδεχθεί	αποδεχομαι
αποδεχθούμε	αποδεχομαι
αποδεχτεί	αποδεχομαι
αποδίδει	αποδιδω
αποδίδονται	αποδιδω
αποδοθεί	αποδιδω
αποδοθούν	αποδιδω
αποδόθηκε	αποδιδω
απέδειξε	αποδεικνυω
αποδείξει	αποδεικνυω
αποδείχθηκαν	αποδεικνυω
αποδείχθηκε	αποδεικνυω
αποδεδειγμένων	αποδεικνυω
αποδεικνύει	αποδεικνυω
αποδεικνύεται	αποδεικνυω
αποδειχθεί	αποδεικνυω
αποδεκτές	αποδεκτος
αποδεκτή	αποδεκτος
αποδεκτό	αποδεκτος
αποδεσμεύσει	αποδεσμευω
αποδημητικά	αποδημητικος
απέδρασαν	αποδιδρω
αποδοκιμάσουν	αποδοκιμαζω
αποδοχή	αποδοχη
αποδοχής	αποδοχη
απέδρασαν	αποδρω
αποδράσουν	αποδρω
αποδυναμώνει	αποδυναμωνω
αποζημιώσεις	αποζημιωση
αποικίες	αποικια
αποικισμό	αποικισμος
αποικήθηκε	αποικω
αποκέντρωση	αποκεντρωση
αποκαταστάθηκαν	αποκαθιστω
αποκαταστήσει	αποκαθιστω
αποκαταστήσουμε	αποκαθιστω
αποκαταστήσουν	αποκαθιστω
αποκατασταθεί	αποκαθιστω
αποκαλούμενη	αποκαλουμενος
αποκάλυψε	αποκαλυπτω
αποκάλυψε	αποκαλυπτω
αποκαλύπτει	αποκαλυπτω
αποκαλύφθηκε	αποκαλυπτω
αποκάλεσε	αποκαλω
αποκαλούμε	αποκαλω
αποκαλούν	αποκαλω
αποκατάσταση	αποκατασταση
αποκεντρωμένα	αποκεντρωνω
αποκεντρωμένο	αποκεντρωνω
απέκλεισε	αποκλειω
αποκλείει	αποκλειω
αποκλείονται	αποκλειω
αποκλείονταν	αποκλειω
αποκλειστικά	αποκλειστικα
αποκλειστική	αποκλειστικος
αποκλειστικό	αποκλειστικος
αποκλειστικός	αποκλειστικος
αποκλειστικών	αποκλειστικος
αποκοίμισαν	αποκοιμιζω
αποκοιμήθηκαν	αποκοιμιεμαι
απέκρουσε	αποκρουω
απέκτησαν	αποκτω
απέκτησε	αποκτω
αποκτά	αποκτω
αποκτήσει	αποκτω
αποκτήσουμε	αποκτω
αποκτήσουν	αποκτω
αποκτούν	αποκτω
αποκτούσαμε	αποκτω
αποκτούσε	αποκτω
αποκτώντας	αποκτω
απολαύσατε	απολαμβανω
απολαύσει	απολαμβανω
απολαύουν	απολαυω
απολλωνία	απολλωνια
απολογία	απολογια
απολογίας	απολογια
απολογισμό	απολογισμος
απολογούνταν	απολογουμαι
απολύθηκε	απολυω
απομάκρυνση	απομακρυνση
απομακρυνθεί	απομακρυνω
απομακρυνθούμε	απομακρυνω
απομακρύνει	απομακρυνω
απομακρύνεται	απομακρυνω
απομακρύνουν	απομακρυνω
απομόνωση	απομονωση
αποξένωση	αποξενωση
αποπληρωμής	αποπληρωμη
αποποίηση	αποποιηση
απορίες	απορια
απέρριψε	απορριπτω
απέρριψε	απορριπτω
απορρίπτουμε	απορριπτω
απορρίφθηκε	απορριπτω
απορρίψει	απορριπτω
απορριφθεί	απορριπτω
απορροφήσει	απορροφω
αποσαφηνιστούν	αποσαφηνιζω
αποσκοπεί	αποσκοπω
αποσκοπεί	αποσκοπω
αποσκοπούν	αποσκοπω
απέστειλε	αποστελλω
αποστείλει	αποστελλω
αποστολές	αποστολη
αποστολή	αποστολη
αποστολής	αποστολη
αποσύνθεσης	αποσυνθεση
απέσυραν	αποσυρω
απέσυρε	αποσυρω
αποσυρθώ	αποσυρω
αποσύρει	αποσυρω
αποσύρεται	αποσυρω
αποσύρουν	αποσυρω
αποτέλεσμα	αποτελεσμα
αποτέλεσμα	αποτελεσμα
αποτελέσματα	αποτελεσμα
αποτελεσμάτων	αποτελεσμα
αποτελεσματικά	αποτελεσματικα
αποτελεσματικές	αποτελεσματικος
αποτελεσματική	αποτελεσματικος
